Book,Chapter_verse,Content
출애굽기,12장 20절,유교 물이 먹다 모든 유하 무교병 먹다
출애굽기,12장 21절,유월절 모세 이스라엘 모든 장로 불다 나가다 가족 어리다 택하 유월절 양으로 잡고
출애굽기,12장 22절,우슬초 묶음 가다 그릇 담다 적다 방과 좌우 설주 뿌리 아침 나가다 말르다
출애굽기,12장 23절,여호와 애굽 재앙 내리다 지나가다 방과 좌우 설주 여호와 넘다 멸하 들어가다
출애굽기,12장 24절,규례 삼다 자손 영원하다 지키다
출애굽기,12장 25절,여호와 허락 주시 예식 지키다
출애굽기,12장 26절,자녀 묻다 기르다 예식 거들다
출애굽기,12장 27절,기르다 여호와 유월절 제사 여호와 애굽 재앙 내리다 애굽 이스라엘 자손 넘다 구원 하라 백성 머리 숙이다 경배
출애굽기,12장 28절,이스라엘 자손 물르다 여호와 모세 아론 명령
출애굽기,12장 29절,재앙 처음 죽음 밤중 여호와 애굽 모든 처음 왕위 앉다 장자 갇히다 장자 가축 처음 치다
출애굽기,12장 30절,모든 신하 모든 애굽 일어나고 애굽 크다 부르짖다 나라 죽이다 당하다
출애굽기,12장 31절,모세 아론 불다 이스라엘 자손 일어나다 백성 가운데 떠나다 가다 여호와 섬기다
출애굽기,12장 32절,소도 몰다 나르다 축복
출애굽기,12장 33절,애굽 죽다 자가 백성 재촉 내보내다 하므다
출애굽기,12장 34절,백성 발교 반죽 담다 그릇 싸다 어깨 메다
출애굽기,12장 35절,이스라엘 자손 모세 애굽 은금 패물 의복
출애굽기,12장 36절,여호와 애굽 이스라엘 백성 은혜 입히다 하사 주다 애굽 물품 취하
출애굽기,12장 37절,이스라엘 애굽 나오다 이스라엘 자손 떠나다 숙곳 유아 보행 장정 육십만 가량
출애굽기,12장 38절,수많다 잡족 심하다 많다 가축
출애굽기,12장 39절,애굽 가지 나오다 발교 반죽 무교병 굽다 애굽 쫓겨나다 지체 양식 준비
출애굽기,12장 40절,이스라엘 자손 애굽 거주 지다 사백삼십
출애굽기,12장 41절,사백삼십 끝나다 여호와 군대 애굽 나오다
출애굽기,12장 42절,애굽 인도 내심 여호와 지키다 여호와 이스라엘 자손 대대로 지키다
출애굽기,12장 43절,유월절 규례 여호와 모세 아론 유월절 규례 이러하다 이방 먹다
출애굽기,12장 44절,종은 할례 받다 먹다
출애굽기,12장 45절,거류 인과 타국 먹다 하리
출애굽기,12장 46절,먹다 고기 내지 꺾다 말다
출애굽기,12장 47절,이스라엘 회중 지키다
출애굽기,12장 48절,거류 타국 여호와 유월절 지키다 거들다 모든 남자 할례 받다 가까이 지키다 본토 인과 할례 받다 자다 먹다
출애굽기,12장 49절,본토 거류 이방인 동일하다
출애굽기,12장 50절,이스라엘 자손 여호와 모세 아론 명령
출애굽기,12장 51절,여호와 이스라엘 자손 무리 애굽 인도 내다
출애굽기,13장 1절,무교절 여호와 모세
출애굽기,13장 2절,이스라엘 자손 짐승 막론 처음 모든 거룩하다 구별 내다 돌리다
출애굽기,13장 3절,모세 백성 애굽 되어다 나오다 기념 유교 먹다 말르다 여호와 권능 인도 내다
출애굽기,13장 4절,비다 나오다
출애굽기,13장 5절,여호와 인도 가나안 사람과 사람과 아모리 사람과 사람과 부스 주다 조상 맹세 흐르다 예식 지키다
출애굽기,13장 6절,이레 무교병 먹다 여호와 절기 키라
출애굽기,13장 7절,이레 무교병 먹다 유교 보이지 누룩 보이지 하라
출애굽기,13장 8절,아들 보이다 기르다 예식 애굽 나오다 여호와 나르다 일로 말미
출애굽기,13장 9절,기호 밉다 간의 삼고 여호와 율법 하라 여호와 강하다 애굽 인도 내다
출애굽기,13장 10절,절기 규례 지키다
출애굽기,13장 11절,처음 여호와 조상 맹세 가나안 인도 주다
출애굽기,13장 12절,처음 모든 가축 처음 구별 여호와 돌리다 수컷 여호와
출애굽기,13장 13절,나귀 새끼 어리다 양으로 대속 꺾다 아들 처음 모든 자다 대속
출애굽기,13장 14절,후일 아들 묻다 기르다 거들다 기르다 여호와 권능 애굽 종이 되어다 인도 내다
출애굽기,13장 15절,악하다 보내다 여호와 애굽 나라 가운데 처음 모든 장자 가축 처음 죽이다 처음 모든 수컷 여호와 제사 드리다 아들 모든 처음 자르다 하리
출애굽기,13장 16절,기호 밉다 간의 여호와 권능 애굽 인도 내다
출애굽기,13장 17절,구름 기둥 기둥 백성 보내다 블레셋 길다 가깝다 하나님 인도 하나님 말씀 기르다 백성 전쟁 마음 돌이키다 애굽 돌아가다
출애굽기,13장 18절,하나님 홍해 광야 돌리다 백성 인도 이스라엘 자손 애굽 대열 지다 나오다
출애굽기,13장 19절,모세 요셉 유골 가지다 요셉 이스라엘 자손 단단하다 맹세 기르다 하나님 찾아오다 유골 가지 나가다
출애굽기,13장 20절,숙곳 떠나다 광야 장막 치다
출애굽기,13장 21절,여호와 가시 구름 기둥 인도 기둥 비추다 진행
출애굽기,13장 22절,구름 기둥 기둥 백성 떠나다
출애굽기,14장 1절,홍해 건너다 여호와 모세 말씀
출애굽기,14장 2절,이스라엘 자손 명령 돌이키다 바다 믹돌 사이 비다 바알 스본 맞은편 바닷가 장막 하라
출애굽기,14장 3절,이스라엘 자손 대하 멀리 떠나다 광야 갇히다 되어다 하리
출애굽기,14장 4절,마음 악하다 따르다 군대 영광 얻다 애굽 나르다 여호와 하리 무리
출애굽기,14장 5절,백성 도망 애굽 알려지다 신하 백성 대하 마음 변하다 이스라엘 섬기다 놓다 보내다
출애굽기,14장 6절,병거 갖추다 백성 데리 갈다
출애굽기,14장 7절,선발 병거 육백 대다 애굽 모든 병거 동원 지휘 느리다
출애굽기,14장 8절,여호와 애굽 마음 악하다 이스라엘 자손 따르다 이스라엘 자손 담대하다 나가다
출애굽기,14장 9절,애굽 거들다 병과 군대 따르다 바알 스본 맞은편 비다 해변 장막
출애굽기,14장 10절,가까이 오다 이스라엘 자손 들다 애굽 이스라엘 자손 심하다 두렵다 여호와 부르짖다
출애굽기,14장 11절,모세 애굽 장지 이끌다 내다 광야 죽다 애굽 이끌다 내다
출애굽기,14장 12절,애굽 기르다 내버리다 두르다 애굽 섬기다 애굽 섬기다 광야 죽다
출애굽기,14장 13절,모세 백성 두렵다 서서 여호와 오늘 구원 보라 오늘 애굽 영원하다 보지
출애굽기,14장 14절,여호와 싸우다
출애굽기,14장 15절,여호와 모세 내다 부르짖다 이스라엘 자손 명령 나아가다
출애굽기,14장 16절,지팡이 들다 바다 위로 내미다 갈라지다 하라 이스라엘 자손 바다 가운데 마르다 하리
출애굽기,14장 17절,애굽 마음 악하다 따르다 들어가다 모든 군대 병거 마병 영광 얻다
출애굽기,14장 18절,병거 마병 영광 얻다 애굽 나르다 여호와 알리
출애굽기,14장 19절,이스라엘 가다 하나님 사자 옮기다 가다 구름 기둥 옮기다
출애굽기,14장 20절,애굽 진과 이스라엘 사이 서다 구름 흑암 밝다 밤새다 가까이
출애굽기,14장 21절,모세 바다 위로 내미다 여호와 크다 동풍 밤새다 바닷물 물르다 물이 갈라지다 바다 마르다
출애굽기,14장 22절,이스라엘 자손 바다 가운데 육지 걸어가다 좌우
출애굽기,14장 23절,애굽 거들다 병들다 추격 바다 가운데 들어오다
출애굽기,14장 24절,새벽 여호와 불과 구름 기둥 가운데 애굽 군대 애굽 군대 어지럽다
출애굽기,14장 25절,병거 바퀴 벗기다 달리기 어렵다 애굽 이스라엘 도망 여호와 싸우다 애굽 치다
출애굽기,14장 26절,여호와 모세 바다 위로 내미다 물이 애굽 거들다 병들다 흐르다 하라
출애굽기,14장 27절,모세 바다 위로 내미다 새벽 되어다 바다 회복 애굽 거슬러 도망 여호와 애굽 바다 가운데 엎으시
출애굽기,14장 28절,물이 흐르다 거들다 기병 덮다 따르다 바다 들어가다 군대 덮다 남지
출애굽기,14장 29절,이스라엘 자손 바다 가운데 육지 물이 좌우 되어다
출애굽기,14장 30절,여호와 이스라엘 애굽 구원 이스라엘 바닷가 애굽 죽다
출애굽기,14장 31절,이스라엘 여호와 애굽 크다 능력 백성 여호와 여호와 모세 믿다
출애굽기,15장 1절,모세 노래 모세 이스라엘 자손 노래 여호와 노래 여호와 찬송 하리 높다 영화롭다 심다 자르다 바다 던지다
출애굽기,15장 2절,여호와 노랗다 구원 시로 하나님 찬송 아버지 하나님 높이다
출애굽기,15장 3절,여호와 사시 여호와
출애굽기,15장 4절,병거 군대 바다 던지다 최고 지휘 홍해 잠기다
출애굽기,15장 5절,깊다 물이 덮다 깊다 가라앉다
출애굽기,15장 6절,여호와 주의 오른손 권능 영광 나타내다 여호와 주의 오른손 원수 부다
출애굽기,15장 7절,주의 크다 위엄 스르 자르다 엎으시니 진노 진노 지푸라기 사르다
출애굽기,15장 8절,주의 콧김 물이 쌓이다 파도 언덕 일어서다 크다 물이 바다 가운데 기니
출애굽기,15장 9절,원수 쫓다 따라잡다 탈취 나누다 욕망 채우다 빼다 멸하리
출애굽기,15장 10절,바람 일으키다 바다 덮다 세다 잠기다
출애굽기,15장 11절,여호와 자가 거룩하다 영광 스럽다 찬송 위엄 기이하다 자가
출애굽기,15장 12절,오른손 들다 삼키다
출애굽기,15장 13절,주의 인자하다 구속 백성 인도 주의 주의 거룩하다 처소 들어가다
출애굽기,15장 14절,여러 나라 듣다 떨다 블레셋 주민 두려움 잡히다
출애굽기,15장 15절,에돔 두령 모압 영웅 떨리다 잡히다 가나안 주민 낙담하다
출애굽기,15장 16절,놀람 두려움 주의 팔이 크다 침묵 사오다 여호와 주의 백성 통과 사신 백성 통과
출애굽기,15장 17절,백성 인도 하사 주의 기업 심다 시리 여호와 주의 처소 삼다 예비 주의 세우다 로소
출애굽기,15장 18절,여호와 영원무궁 다스리다 시도
출애굽기,15장 19절,미리암 노래 병거 마병 바다 들어가다 여호와 바닷물 되돌리다 흐르다 이스라엘 자손 바다 가운데 마르다 지나가다
출애굽기,15장 20절,아론 선지자 미리암 소고 잡다 모든 여인 따르다 나오다 소고 잡고 춤추다
출애굽기,15장 21절,미리암 화답 여호와 찬송 높다 영화롭다 심다 자르다 바다 던지다
출애굽기,15장 22절,변하다 마르다 쓸다 모세 홍해 이스라엘 인도 나오다 수르 광야 들어가다 거기 사흘 걸다 얻지
출애굽기,15장 23절,마르다 더니 물이 써다 말다 이름 마르다
출애굽기,15장 24절,백성 모세 원망하다 말다
출애굽기,15장 25절,모세 여호와 부르짖다 여호와 나무 가리키다 던지다 물이 되어다 거기 여호와 법도 율례 시험
출애굽기,15장 26절,하나님 여호와 들다 순종 계명 기울이다 모든 규례 지키다 애굽 내리다 모든 질병 리지 치료 여호와
출애굽기,15장 27절,엘림 거기 종려나무 일흔 그루 거기 장막 치다
출애굽기,16장 1절,만나다 메추라기 이스라엘 자손 회중 엘림 떠나다 엘림 시내 사이 광야 애굽 나오다 둘째 십오일이
출애굽기,16장 2절,이스라엘 자손 회중 광야 모세 아론 원망하다
출애굽기,16장 3절,이스라엘 자손 애굽 고기 가마 앉다 불리 먹다 여호와 죽다 좋다 광야 인도 내다 회중 주다 죽다
출애굽기,16장 4절,여호와 모세 보라 하늘 양식 내리다 백성 나가다 일용 거두다 율법 준행 시험 하리
출애굽기,16장 5절,거두다 준비 거두다 갑절
출애굽기,16장 6절,모세 아론 이스라엘 자손 저녁 여호와 애굽 인도 내다
출애굽기,16장 7절,아침 여호와 영광 보리 여호와 원망하다 들다 이기 대하 원망하다
출애굽기,16장 8절,모세 여호와 저녁 고기 주어 먹이다 아침 불리다 여호와 원망하다 들다 원망 여호와
출애굽기,16장 9절,모세 아론 이스라엘 자손 회중 여호와 가까이 오라 여호와 원망하다 들다 하라
출애굽기,16장 10절,아론 이스라엘 자손 회중 말다 광야 바라보다 여호와 영광 구름 나타나다
출애굽기,16장 11절,여호와 모세 말씀
출애굽기,16장 12절,이스라엘 자손 원망하다 들다 기르다 고기 먹다 아침 배부르다 여호와 하나님 알리 하라
출애굽기,16장 13절,저녁 메추라기 오다 덮이다 아침 이슬 주위
출애굽기,16장 14절,이슬 마르다 광야 지면 작고 둥글다 서리 가다
출애굽기,16장 15절,이스라엘 자손 서로 하니 모세 여호와 주어 먹다 양식
출애굽기,16장 16절,여호와 명령 기르다 먹다 거두다 수효 메다 거두다 장막 거두다
출애굽기,16장 17절,이스라엘 자손 거두다 많다 적기
출애굽기,16장 18절,멜로 되어다 거두다 자도 남다 적다 거두다 자도 부족함 먹다 거두다
출애굽기,16장 19절,모세 기르다 아침 남기다 두다 말르다
출애굽기,16장 20절,모세 순종 아침 두다 벌레 생기 냄새 나다 모세
출애굽기,16장 21절,무리 아침 먹다 거두다 햇볕 뜨겁다 쬐다 스럽다
출애굽기,16장 22절,갑절 식물 메다 거두다 회중 모든 지도자 오다 모세 알리다
출애굽기,16장 23절,모세 여호와 말씀 내일 휴일 여호와 거룩하다 안식일 구울 삶다 나머지 아침 간수
출애굽기,16장 24절,모세 명령 아침 간수 냄새 나다 벌레 생기지 지라
출애굽기,16장 25절,모세 오늘 먹다 오늘 여호와 안식일 오늘 들다 얻지 하리
출애굽기,16장 26절,엿새 거두다 안식일
출애굽기,16장 27절,백성 어떻다 거두다 나가다 얻지
출애굽기,16장 28절,여호와 모세 계명 율법 지키다
출애굽기,16장 29절,여호와 안식일 이틀 양식 주다 각기 처소 처소 나오다 말다
출애굽기,16장 30절,백성 안식
출애굽기,16장 31절,이스라엘 족속 이름 나라 희다 섞다 과자
출애굽기,16장 32절,모세 여호와 명령 기르다 메다 채우다 대대 후손 간수 애굽 인도 광야 먹이다 양식 보이다
출애굽기,16장 33절,모세 아론 항아리 가다 만나다 메다 담다 여호와 두다 대대로 간수
출애굽기,16장 34절,아론 여호와 모세 명령 증거 두다 간수
출애굽기,16장 35절,살다 이스라엘 자손 사다 만나다 먹다 가나안 접경 만나다 먹다
출애굽기,16장 36절,메다 십분 에바
출애굽기,17장 1절,반석 물이 나오다 이스라엘 자손 회중 여호와 명령 광야 떠나다 노정 르비딤 장막 치다 백성 말다 물이
출애굽기,17장 2절,백성 모세 다투다 주어 말다 하라 모세 나오다 다투다 여호와 시험
출애굽기,17장 3절,거기 백성 말르다 찾다 모세 대하 원망하다 애굽 인도 어서 자녀 가축 목말 죽다
출애굽기,17장 4절,모세 여호와 부르짖다 백성 어떻다 하리 내다 던지다
출애굽기,17장 5절,여호와 모세 백성 지나다 이스라엘 장로 데리 나일 치다 지팡이 잡고 가라
출애굽기,17장 6절,호렙 반석 거기 서리다 반석 치르다 물이 나오다 백성 말다 모세 이스라엘 장로 목전
출애굽기,17장 7절,이름 맛사 므리바 부르다 이스라엘 자손 다투다 이요 여호와 시험 기르다 여호와 계시다 계시다
출애굽기,17장 8절,아말렉 싸우다 아말렉 오다 이스라엘 르비딤 싸우다
출애굽기,17장 9절,모세 여호수아 택하 나가다 아말렉 싸우다 내일 하나님 지팡이 잡고 꼭대기 서리
출애굽기,17장 10절,여호수아 모세 아말렉 싸우다 모세 아론 꼭대기 올라가다
출애굽기,17장 11절,모세 들다 이스라엘 이기 내리다 아말렉 이기다
출애굽기,17장 12절,모세 팔이 피곤하다 가다 모세 놓다 앉다 아론 모세 붙들다 올리다 도록 내려오다 지라
출애굽기,17장 13절,여호수아 칼날 아말렉 백성 치다 찌르다
출애굽기,17장 14절,여호와 모세 기록 기념 여호수아 외우다 들리다 아말렉 천하 기억 하리
출애굽기,17장 15절,모세 제단 쌓다 이름 여호와 닛시
출애굽기,17장 16절,여호와 맹세 기르다 여호와 아말렉 더불다 대대로 싸우다
출애굽기,18장 1절,이드 모세 방문 모세 장인 미디안 제사장 이드 하나님 모세 백성 이스라엘 여호와 이스라엘 애굽 인도 내신 모든 들다
출애굽기,18장 2절,모세 장인 이드 모세 돌리다 보내다 아내 보라
출애굽기,18장 3절,아들 데리 오다 이름 게르 모세 기르다 이방 나그네 되어다
출애굽기,18장 4절,이름 엘리 아버지 하나님 나르다 도우 구원
출애굽기,18장 5절,모세 장인 이드 모세 아들 아내 더불다 광야 들어오다 모세 모세 하나님
출애굽기,18장 6절,모세 전하 장인 이드 아내 아들 더불다 오다
출애굽기,18장 7절,모세 나가다 장인 맞다 절하 맞추다 서로 문안 장막 들어가다
출애굽기,18장 8절,모세 여호와 이스라엘 애굽 모든 일과 당한 모든 고난 여호와 구원 장인 말다
출애굽기,18장 9절,이드 여호와 이스라엘 크다 은혜 푸다 애굽 구원 기쁘다
출애굽기,18장 10절,이드 여호와 찬송 하리 애굽 건지다 백성 애굽 건지다
출애굽기,18장 11절,알다 여호와 모든 크다 이스라엘 교만하다 이기다
출애굽기,18장 12절,모세 장인 이드 제물 희생 제물 하나님 가져오다 아론 이스라엘 모든 장로 오다 모세 장인 하나님 먹다
출애굽기,18장 13절,우두머리 세우다 재판 이튿날 모세 백성 재판 앉다 백성은 아침 저녁 모세 서다
출애굽기,18장 14절,모세 장인 모세 백성 모든 백성 홀로 앉다 백성은 아침 저녁 서다
출애굽기,18장 15절,모세 장인 대다 백성 하나님 물다 내게로
출애굽기,18장 16절,내게로 오나니 양쪽 재판 하나님 율례 법도
출애굽기,18장 17절,모세 장인 옳다
출애굽기,18장 18절,백성 필경 기력 하리 중함
출애굽기,18장 19절,들다 방침 가르치다 하나님 계시다 하나님 백성 사건 하나님 가져오다
출애굽기,18장 20절,율례 법도 가르치다 마땅하다 갈다 보이
출애굽기,18장 21절,백성 가운데 능력 하나님 두렵다 진실하다 불의 이익 미워하다 자르다 살피다 백성 세우다 부장 백부장 부장 부장 삼다
출애굽기,18장 22절,따르다 백성 재판 하라 크다 가져가다 작다 스스로 재판 리하 담당 쉬다
출애굽기,18장 23절,하나님 서도 허락 감당 모든 백성 평안하다 가리다
출애굽기,18장 24절,모세 장인 듣다 모든
출애굽기,18장 25절,모세 이스라엘 무리 능력 택하 백성 우두머리 부장 백부장 부장 부장 삼다
출애굽기,18장 26절,따르다 백성 재판 어렵다 모세 가져오다 모든 작다 스스로 재판
출애굽기,18장 27절,모세 장인 보내다 가다
출애굽기,19장 1절,이스라엘 자손 시내 이스라엘 자손 애굽 떠나다 지다 개월 시내 광야
출애굽기,19장 2절,르비딤 떠나다 시내 광야 광야 장막 치다 이스라엘 거기 장막 치다
출애굽기,19장 3절,모세 하나님 올라가다 여호와 불다 말씀 야곱 이스라엘 자손 하라
출애굽기,19장 4절,애굽 어떻다 어떻다 독수리 날개 업다 내게로 인도
출애굽기,19장 5절,세계 내다 자다 듣다 언약 지키다 모든 민족 소유
출애굽기,19장 6절,내다 대하 제사장 나라 거룩하다 백성 이스라엘 자손
출애굽기,19장 7절,모세 내려오다 백성 장로 불다 여호와 명령 모든 말씀 진술
출애굽기,19장 8절,백성 일제 응답 여호와 명령 하리 모세 백성 여호와 전하
출애굽기,19장 9절,여호와 모세 빽빽하다 구름 가운데 임함 백성 듣다 영영 믿다 모세 백성 여호와 아뢰다
출애굽기,19장 10절,여호와 모세 백성 가다 오늘 내일 성결
출애굽기,19장 11절,준비 기다리다 하라 여호와 백성 목전 시내 강림 것임
출애굽기,19장 12절,백성 주위 경계 기르다 삼가다 경계 침범 지니 침범 자다 죽이다 당하다
출애굽기,19장 13절,대지 치다 죽이다 화살 쏘다 죽이다 하리 짐승 막론 살아나다 하리 나팔 길다 불다 하라
출애굽기,19장 14절,모세 내려오다 백성 백성 성결 하니 빨다
출애굽기,19장 15절,모세 백성 준비 기다리다 여인 가까이 말르다 하니
출애굽기,19장 16절,아침 우레 번개 빽빽하다 구름 나팔 소리 크게 들리다 진중 모든 백성 떨다
출애굽기,19장 17절,모세 하나님 맞다 백성 느리다 나오다 기슭 서다
출애굽기,19장 18절,시내 연기 자욱하다 여호와 가운데 거기 강림 연기 옹기 가마 연기 떠오르다 산이 크게 진동
출애굽기,19장 19절,나팔 소리 커지다 모세 하나님 음성 대답
출애굽기,19장 20절,여호와 시내 꼭대기 강림 모세 부르다 모세 올라가다
출애굽기,19장 21절,여호와 모세 내려가다 백성 경고 백성 밀고 들어오다 여호와 오다 죽다 하노
출애굽기,19장 22절,여호와 가까이 제사장 성결 하라 여호와 치다 하노
출애굽기,19장 23절,모세 여호와 아뢰다 명령 시기 주위 경계 세우다 거룩하다 하라 백성 시내 하리
출애굽기,19장 24절,여호와 가라 내려가다 아론 올라오다 제사장 백성 경계 넘다 여호와 올라오다 하라 치다 하노
출애굽기,19장 25절,모세 백성 내려가다 알리다
출애굽기,20장 1절,십계명 하나님 모든 말씀 말씀
출애굽기,20장 2절,애굽 되어다 인도 내다 하나님 여호와
출애굽기,20장 3절,신들 두다 말르다
출애굽기,20장 4절,새기다 우상 만들다 위로 하늘 어떻다 형상 만들다 말다
출애굽기,20장 5절,절하 말다 섬기다 말르다 하나님 여호와 질투 하나님 나르다 미워하다 자의 갚다 아버지 아들 삼사 대다 거니
출애굽기,20장 6절,나르다 사랑 계명 지키다 대다 은혜 베풀다
출애굽기,20장 7절,하나님 여호와 이름 망령 부르다 말르다 여호와 이름 망령 부르다 자르다
출애굽기,20장 8절,안식일 기억 거룩하다 키라
출애굽기,20장 9절,엿새 힘쓰다 모든
출애굽기,20장 10절,하나님 여호와 안식일 아들 남종 여종 가축 문안 머물다 일도 말르다
출애굽기,20장 11절,엿새 여호와 하늘 바다 가운데 모든 만들다 쉬다 여호와 안식일 복되다 거룩하다
출애굽기,20장 12절,부모 경하 리하 하나님 여호와 생명 기다
출애굽기,20장 13절,살인 말르다
출애굽기,20장 14절,간음 말르다
출애굽기,20장 15절,도둑질 말르다
출애굽기,20장 16절,이웃 대하 거짓 증거 말르다
출애굽기,20장 17절,이웃 말르다 이웃 아내 남종 여종 소나 나귀 무릇 이웃 소유 말르다
출애굽기,20장 18절,백성 두렵다 떨다 백성 우레 번개 나팔 소리 연기 지라 떨다 멀리 서서
출애굽기,20장 19절,모세 말씀 소서 들다 으리 하나님 말씀 하소 죽다
출애굽기,20장 20절,모세 백성 두렵다 말르다 하나님 심다 시험 범죄 심다
출애굽기,20장 21절,백성은 멀리 서다 모세 하나님 계시다 흑암 가까이 가다
출애굽기,20장 22절,제단 여호와 모세 이스라엘 자손 하늘 스스로
출애굽기,20장 23절,나르다 비기다 신상 만들다
출애굽기,20장 24절,내다 토단 쌓다 소로 번제 화목 드리다 이름 기념 모든 주리
출애굽기,20장 25절,내다 제단 쌓다 다듬다 쌓다 말르다 부정
출애굽기,20장 26절,층계 제단 말르다 하체 드러나다
출애굽기,21장 1절,백성 세우다 법규 이러하다
출애굽기,21장 2절,브리 사면 섬기다 몸값 나가다 자유
출애굽기,21장 3절,단신 오다 단신 나가다 장가 들다 아내 나가다
출애굽기,21장 4절,상전이 아내 주어 아내 아들 낳다 아내 자식 상전 단신 나가다
출애굽기,21장 5절,종이 분명하다 상전 처자 사랑 나가다 자유
출애굽기,21장 6절,상전이 데리 재판 갈다 설주 데리 가다 송곳 뚫다 종신 상전 섬기다
출애굽기,21장 7절,여종 파다 남종 나오다
출애굽기,21장 8절,상전이 기쁘다 상관 상전이 여자 속인 되어다 외국인 팔지
출애굽기,21장 9절,아들 주기 대우
출애굽기,21장 10절,상전이 여자 장가 들다 여자 음식 의복 동침 끊다
출애굽기,21장 11절,가지 시행 여자 내지 거저 나가다
출애굽기,21장 12절,폭행 치다 죽이다 자다 죽이다
출애굽기,21장 13절,의적 하나님 넘기다 하리 도망
출애굽기,21장 14절,이웃 고의 죽이다 제단 잡아내다 죽이다
출애굽기,21장 15절,아버지 어머니 치다 자다 죽이다
출애굽기,21장 16절,납치 자가 파다 수하 두다 죽이다
출애굽기,21장 17절,아버지 어머니 저주 자다 죽이다
출애굽기,21장 18절,서로 싸우다 돌이 주먹 상대방 치다 죽지 자리 눕다
출애굽기,21장 19절,지팡이 짚다 일어나다 걸다 자가 형벌 그간 손해 배상 완치
출애굽기,21장 20절,남종 여종 치다 죽다 형벌 받다
출애굽기,21장 21절,하루나 이틀 연명 형벌 하리 상전 재산
출애굽기,21장 22절,서로 싸우다 임신 여인 치다 낙태 남편 청구 벌금 내다 재판 판결 따르다
출애굽기,21장 23절,갚다 생명 생명
출애굽기,21장 24절,
출애굽기,21장 25절,상하 상함 때리다 때리다 갚다
출애굽기,21장 26절,남종 여종 치다 상하 보상 놓다
출애굽기,21장 27절,남종 이나 여종 치다 빠뜨리다 보상 놓다 주다
출애굽기,21장 28절,임자 책임 소가 남자 여자 받다 죽이다 치다 죽이다 고기 먹다 임자 형벌
출애굽기,21장 29절,소가 본래 받다 버릇 임자 그로 경고 받다 단속 남녀 막론 받다 죽이다 치다 죽이다 임자도 죽이다
출애굽기,21장 30절,속죄 부과 무릇 명령 생명 대가
출애굽기,21장 31절,아들 받다 받다 법규 임자
출애굽기,21장 32절,소가 남종 여종 받다 임자 삼십 세겔 상전 치다 죽이다
출애굽기,21장 33절,구덩이 열다 거나 구덩이 파고 덮다 소나 나귀 거기 빠지다
출애굽기,21장 34절,구덩이 주인 자다 보상 짐승 임자 죽다 차지
출애굽기,21장 35절,소가 받다 죽이다 나누다 죽다 나누다
출애굽기,21장 36절,소가 본래 받다 버릇 알다 임자 단속 소로 갚다 죽다 차지
출애굽기,22장 1절,배상 소나 도둑질 잡다 팔면 마리 마리 갚다 마리 마리 갚다
출애굽기,22장 2절,도둑 뚫다 들어오다 치다 죽이다 흘리다
출애굽기,22장 3절,돋다 흘리다 도둑 배상 배상 도둑질 배상
출애굽기,22장 4절,도둑질 소나 나귀 막론 갑절 배상
출애굽기,22장 5절,포도 짐승 먹이다 짐승 놓다 먹다 좋다 포도 좋다 배상
출애굽기,22장 6절,나서다 가시나무 댕겨 낟가리 거두다 곡식 태우다 놓다 자가 배상
출애굽기,22장 7절,물품 이웃 맡기다 지키다 이웃 도둑 맞다 도둑 잡히다 갑절 배상
출애굽기,22장 8절,도둑 잡히다 주인 재판 가다 이웃 물품 대다 조사 받다
출애굽기,22장 9절,어떻다 잃다 물건 소나 나귀 의복 잃다 물건 대하 어떻다 기르다 양편 재판 나아가다 재판 자가 상대편 갑절 배상
출애굽기,22장 10절,나귀 소나 짐승 이웃 맡기다 지키다 죽다 상하 거나 끌리다
출애굽기,22장 11절,사이 맡다 자가 이웃 대지 여호와 맹세 임자 믿다 배상하
출애굽기,22장 12절,도둑 맞다 임자 배상
출애굽기,22장 13절,찢기다 가다 증언 찢다 대하 배상하
출애굽기,22장 14절,이웃 빌리다 임자 상하 거나 죽다 배상
출애굽기,22장 15절,임자 배상하 내다 세로
출애굽기,22장 16절,도덕 약혼 처녀 꾀다 동침 납폐금 주다 아내
출애굽기,22장 17절,처녀 아버지 주기 거절 처녀 납폐금 내다
출애굽기,22장 18절,무당 살리다 두다 말르다
출애굽기,22장 19절,짐승 행음 자다 죽이다
출애굽기,22장 20절,여호와 제사 드리다 자다
출애굽기,22장 21절,이방 나그네 압제 말다 학대 말르다 애굽 나그네
출애굽기,22장 22절,과부 고아 해롭다 말르다
출애굽기,22장 23절,해롭다 하므다 내다 부르짖다 부르짖다 들다
출애굽기,22장 24절,맹렬하다 죽이다 아내 과부 자녀 고아
출애굽기,22장 25절,백성 가난하다 꾸다 주다 채권자 말다 이자 받다
출애굽기,22장 26절,이웃 전당 잡다 지기 돌리다 보내다
출애굽기,22장 27절,유일하다 알몸 가리다 입다 자다 내다 부르짖다 들다 자비롭다 자임
출애굽기,22장 28절,재판 모독 말다 백성 지도자 저주 말다
출애굽기,22장 29절,추수 짜내다 바치 기르다 더디다 말다 처음 아들 내다 주다
출애굽기,22장 30절,양도 이레 어미 여드레 내다 주다
출애굽기,22장 31절,내다 거룩하다 들다 짐승 찢다 동물 고기 먹다 던지다
출애굽기,23장 1절,공평 거짓 풍설 퍼뜨리 말다 악인 연합 위증 증인 말다
출애굽기,23장 2절,따르다 말다 송사 따르다 부당하다 증언 말다
출애굽기,23장 3절,가난하다 자의 송사 편벽 두둔 말다
