Book,Chapter_verse,Content
고린도후서,1장 16절,지나 마게도냐 가다 마게도냐 가다 도움 유대 가기 계획
고린도후서,1장 17절,계획 경솔하다 계획 육체 따르다 계획 내다
고린도후서,1장 18절,하나님 미쁘시니
고린도후서,1장 19절,나오다 루아 디모데 가운데 전파 하나님 아들 예수 그리스도 되어다
고린도후서,1장 20절,하나님 약속 그리스도 그로 아멘 하나님 영광 돌리다
고린도후서,1장 21절,그리스도 굳다 기름 부다 하나님
고린도후서,1장 22절,보증 마음 성령 주다
고린도후서,1장 23절,목숨 걸다 하나님 불다 증언 하노 고린도 가지 아끼다
고린도후서,1장 24절,믿음 주관 기쁨 돕다 자가 믿음 서다
고린도후서,2장 1절,다시다 근심 나아가다 스스로 결심 노니
고린도후서,2장 2절,근심 근심 나르다 기쁘다 자가
고린도후서,2장 3절,쓸다 갈다 마땅하다 나르다 기쁘다 자로 도리어 근심 얻다 염려 기쁨 기쁨 확신 로라
고린도후서,2장 4절,마음 크다 눌림 걱정 많다 눈물 써다 노니 근심 넘치다 사랑
고린도후서,2장 5절,근심 용서 근심 자가 나르다 근심 정도 근심 정도 지나치다
고린도후서,2장 6절,이러하다 많다 받다 마땅하다
고린도후서,2장 7절,용서 위로 많다 근심 잠기다 두렵다
고린도후서,2장 8절,권하다 사랑 나타내다
고린도후서,2장 9절,범사 순종 증거 알다 써다
고린도후서,2장 10절,용서 나다 그리다 용서 용서 그리스도
고린도후서,2장 11절,사탄 속지 계책 로라
고린도후서,2장 12절,그리스도 향기 그리스도 복음 드로아 내다 열리다
고린도후서,2장 13절,형제 디도 만나다 하므다 심령 편하다 작별 마게도냐 가다
고린도후서,2장 14절,항상 그리스도 이기 각처 그리스도 알다 냄새 나타내다 하나님 감사하다
고린도후서,2장 15절,구원 받다 망하다 하나님 그리스도 향기
고린도후서,2장 16절,사망 사망 냄새 생명 생명 냄새 감당 하리
고린도후서,2장 17절,수많다 하나님 말씀 혼잡하다 순전하다 하나님 받다 하나님 그리스도
고린도후서,3장 1절,언약 일꾼 천하다 시작 어떻다 추천 부치다 받다 필요
고린도후서,3장 2절,편지 마음 써다 읽다 바라다
고린도후서,3장 3절,나타나다 그리스도 편지 먹다 쓸다 계시다 하나님 쓸다 돌판 쓸다 마음 쓸다
고린도후서,3장 4절,그리스도 하나님 확신
고린도후서,3장 5절,스스로 만족하다 만족 하나님 날다
고린도후서,3장 6절,언약 일꾼 만족하다 율법 조문 율법 조문 죽이다 영은 살리다
고린도후서,3장 7절,써다 새기다 죽다 율법 조문 직분 영광 이스라엘 자손 모세 얼굴 없어지다 영광 얼굴 주목
고린도후서,3장 8절,직분 더욱 영광
고린도후서,3장 9절,정죄 직분 영광 의의 직분 영광 더욱 넘치다
고린도후서,3장 10절,영광 되어다 크다 영광 영광
고린도후서,3장 11절,없어지다 영광 말미 은즉 길이 더욱 영광 가운데
고린도후서,3장 12절,소망 담대하다
고린도후서,3장 13절,모세 이스라엘 자손 장차 없어지다 주목 수건 얼굴 쓸다
고린도후서,3장 14절,마음 완고하다 오늘 구약 읽다 수건 벗겨지다 수건 그리스도 없어지다
고린도후서,3장 15절,오늘 모세 읽다 수건 마음 덮다
고린도후서,3장 16절,주다 돌아가다 수건 벗겨지다
고린도후서,3장 17절,주다 주의 계시다 자유
고린도후서,3장 18절,수건 벗다 얼굴 거울 주의 영광 보매 형상 변화 영광 영광 주의 말미
고린도후서,4장 1절,질그릇 담기다 보배 직분 받다 긍휼 입다 낙심
고린도후서,4장 2절,숨다 부끄러움 버리다 속이다 하나님 말씀 혼잡하다 진리 나타내다 하나님 양심 대하 스스로 추천
고린도후서,4장 3절,복음 가리다 망하다 가리어지다
고린도후서,4장 4절,세상 믿다 마음 혼미하다 그리스도 영광 복음 광채 비치 그리스도 하나님 형상
고린도후서,4장 5절,전파 그리스도 예수 예수 전파
고린도후서,4장 6절,두운 비치라 말씀 하나님 예수 그리스도 얼굴 하나님 영광 알다 마음 비추다
고린도후서,4장 7절,보배 질그릇 가지다 심하다 크다 능력 하나님
고린도후서,4장 8절,사방 우기다 당하다 싸이 답답하다 당하다 낙심
고린도후서,4장 9절,박해 받다 버리다 거꾸러뜨리다 당하다 망하다
고린도후서,4장 10절,항상 예수 죽음 짊어짐 예수 생명 나타나다
고린도후서,4장 11절,자가 항상 예수 죽음 넘기다 예수 생명 육체 나타나다
고린도후서,4장 12절,사망 역사 생명 역사
고린도후서,4장 13절,기록 믿다 믿음 마음 가지다 믿다
고린도후서,4장 14절,예수 살리다 예수 살리다 서다 알다
